SITE,YEAR,TRANSECT,INTERCEPT,DBcm,SPP,INTcm,LENGTHcm,WIDTHcm,HEIGHTcm,STEMS,FLOWERS,KBBeggs,KBBlarva,NOTES,Area,
CZ4E,2008,119,18,5635,LP,3,4,3,5,1,0,,,,38,
CZ4E,2008,119,19,5643,LP,10,15,12,10,1,0,,,,565,
CZ4E,2008,119,20,5658,LP,14,14,12,11,1,0,,,,528,
CZ4E,2008,119,21,5990,LP,17,19,14,20,2,1,,,,836,
CZ4E,2008,126,1,3427,LP,29,38,30,32,7,2,,,,3581,
CZ4E,2008,126,2,3623,LP,9,15,8,11,1,0,,,,377,
CZ4E,2008,126,3,4295,LP,18,33,17,21,4,3,,,,1762,
CZ4E,2008,126,4,5090,LP,25,33,19,25,4,2,,,,1970,
CZ4E,2008,126,5,5119,LP,16,16,14,15,1,1,,,,704,
CZ4E,2008,126,6,5150,LP,20,70,35,43,6,7,,,,7697,
CZ4E,2008,126,7,5780,LP,10,10,10,10,1,0,,,,314,
CZ4E,2008,133,1,347,LP,20,39,44,33,6,6,,,,5391,
CZ4E,2008,133,2,375,LP,33,41,28,28,8,7,,,,3606,
CZ4E,2008,133,3,407,LP,13,22,15,22,1,1,,,,1037,
CZ4E,2008,133,4,1360,LP,20,20,18,15,3,0,,,,1131,
CZ4E,2008,133,5,2027,LP,4,8,5,10,1,0,,,,126,
CZ4E,2008,133,6,2070,LP,12,18,13,13,1,0,,,,735,
CZ4E,2008,133,7,2897,LP,9,19,13,15,1,0,,,,776,
CZ4E,2008,133,8,3440,LP,10,24,16,26,2,2,,,,1206,
CZ4E,2008,133,9,3567,LP,13,20,14,20,1,0,,,,880,
CZ4E,2008,133,10,3865,LP,15,15,12,17,1,0,,,,565,
CZ4E,2008,133,11,4005,LP,10,24,17,23,2,0,,,,1282,
CZ4E,2008,133,12,4038,LP,15,30,17,22,6,3,,,,1602,
CZ4E,2008,133,13,4168,LP,16,20,15,32,2,2,,,,942,
CZ4E,2008,133,14,4228,LP,27,30,20,21,3,1,,,,1885,
CZ4E,2008,133,15,4252,LP,14,14,12,17,2,1,,,,528,
CZ4E,2008,133,16,4298,LP,5,15,12,12,1,0,,,,565,
CZ4E,2008,133,17,4930,LP,14,20,18,16,3,0,,,,1131,
CZ4E,2008,133,18,5027,LP,5,14,10,10,1,0,,,,440,
CZ4E,2008,133,19,5190,LP,17,40,29,38,6,6,,,,3644,
CZ4E,2008,140,1,2390,LP,37,52,22,52,3,3,,,,3594,
CZ4E,2008,140,2,2860,LP,10,15,13,13,1,0,,,,613,
CZ4E,2008,140,3,3480,LP,45,64,38,40,15,17,,,,7640,
CZ4E,2008,140,4,3605,LP,22,35,25,39,5,5,,,,2749,
CZ4E,2008,140,5,4000,LP,33,44,30,29,14,10,,,,4147,
CZ4E,2008,140,6,4815,LP,5,17,11,27,1,1,,,,587,
CZ4E,2008,140,7,4875,LP,41,68,40,51,10,9,,,,8545,
CZ4E,2008,140,8,5158,LP,28,41,35,39,7,7,,,,4508,
CZ4E,2008,140,9,5463,LP,20,22,16,27,2,2,,,,1106,
CZ4E,2008,147,1,290,LP,15,36,17,33,3,4,,,,1923,
CZ4E,2008,147,2,445,LP,37,45,37,38,17,17,,,,5231,
CZ4E,2008,147,3,480,LP,50,95,70,43,84,73,,,,20891,
CZ4E,2008,147,4,610,LP,5,63,45,43,25,15,,,,8906,
CZ4E,2008,147,5,1975,LP,15,39,27,40,4,4,,,,3308,
CZ4E,2008,147,6,2070,LP,85,93,64,38,51,39,,,,18698,
CZ4E,2008,147,7,3030,LP,20,35,20,32,3,2,,,,2199,
CZ4E,2008,147,8,3185,LP,23,23,15,19,2,0,,,,1084,
CZ4E,2008,147,9,4240,LP,15,27,18,28,3,2,,,,1527,
CZ4E,2008,147,10,4350,LP,15,15,12,16,1,0,,,,565,
CZ4E,2008,147,11,4560,LP,8,8,8,14,1,0,,,,201,
CZ4E,2008,147,12,4875,LP,12,31,16,20,2,1,,,,1558,
CZ4E,2008,154,1,2963,LP,27,51,14,35,7,5,,,,2243,
CZ4E,2008,154,2,2989,LP,3,41,21,36,4,3,,,,2705,
CZ4E,2008,154,3,3675,LP,40,54,34,46,12,13,,,,5768,
CZ4E,2008,154,4,3822,LP,30,44,34,19,6,0,,,,4700,
CZ4E,2008,161,1,496,LP,15,52,41,24,7,4,,,,6698,
CZ4E,2008,161,2,803,LP,17,47,24,44,4,3,,,,3544,
CZ4E,2008,161,3,960,LP,7,16,16,15,1,0,,,,804,
CZ4E,2008,161,4,1675,LP,10,22,11,34,2,1,,,,760,
CZ4E,2008,161,5,1939,LP,14,36,17,19,3,0,,,,1923,
CZ4E,2008,161,6,2195,LP,10,111,47,54,24,28,,,,16389,
CZ4E,2008,161,7,2999,LP,6,17,13,10,2,0,,,,694,
CZ4E,2008,161,8,3217,LP,7,12,8,9,2,0,,,,302,
CZ4E,2008,168,1,2400,LP,38,84,63,36,31,30,,,,16625,
CZ4E,2008,168,2,3122,LP,7,20,14,17,2,0,,,,880,
CZ4E,2008,175,1,1337,LP,4,16,7,18,2,0,,,,352,
CZ4E,2008,175,2,1357,LP,12,29,12,24,3,1,,,,1093,
CZ4E,2008,175,3,1393,LP,1,16,11,19,1,0,,,,553,
CZ4E,2008,175,4,1656,LP,1,19,16,23,1,0,,,,955,
CZ4E,2008,175,5,1796,LP,48,77,49,31,12,11,,,,11853,
CZ4E,2008,182,,NO LUPINE,LP,,,,,,,,,,0,
CZ4E,2008,189,1,5351,LP,11,38,27,27,6,4,,,,3223,
CZ4E,2008,189,2,5655,LP,4,51,38,39,14,9,,,,6088,
CZ4E,2008,189,3,5900,LP,40,59,52,43,10,8,,,,9638,
CZ4E,2008,189,4,5998,LP,20,38,35,27,5,3,,,,4178,
CZ4E,2008,196,1,5965,LP,11,42,37,33,7,3,,,,4882,
CZ4E,2008,203,0,,LP,,,,,,,,,,0,
CZ4E,2008,210,0,,LP,,,,,,,,,,0,
CZ4E,2008,217,0,,LP,,,,,,,,,,0,
CZ4E,2008,224,0,,LP,,,,,,,,,,0,
CZ4E,2008,231,1,0,LP,74,115,79,41,42,35,,,,28541,
CZ4E,2008,231,2,477,LP,3,9,4,8,1,0,,,,113,
CZ4E,2008,231,3,1036,LP,59,79,59,45,19,21,,,,14643,
CZ4E,2008,231,4,1340,LP,41,60,37,33,11,12,,,,6974,
CZ4E,2008,231,5,1445,LP,30,37,28,26,4,3,,,,3255,
CZ4E,2008,238,1,0,LP,23,40,29,32,9,5,,,,3644,
CZ4E,2008,238,2,189,LP,21,83,51,38,25,15,,,,13298,
CZ4E,2008,238,3,1055,LP,29,35,26,38,3,2,,,,2859,
CZ4E,2008,238,4,1208,LP,59,71,64,47,24,25,,,,14275,
CZ4E,2008,238,5,2695,LP,2,13,12,13,1,0,,,,490,
CZ4E,2008,245,1,123,LP,8,21,14,26,1,0,,,,924,
CZ4E,2008,245,2,169,LP,21,24,21,35,2,2,,,,1583,
CZ4E,2008,245,3,2948,LP,27,34,26,28,4,2,,,,2777,
CZ4E,2008,245,4,3199,LP,4,10,6,11,1,0,,,,188,
CZ4E,2008,245,5,3303,LP,1,40,24,32,5,2,,,,3016,
CZ4E,2008,245,6,3554,LP,34,45,31,48,6,6,,,,4382,
CZ4E,2008,245,7,3692,LP,4,14,8,11,1,0,,,,352,
CZ4E,2008,245,8,3863,LP,4,48,29,40,6,6,,,,4373,
CZ4E,2008,252,1,229,LP,11,27,24,40,2,2,,,,2036,
CZ4E,2008,252,2,261,LP,16,21,17,36,2,1,,,,1122,
CZ4E,2008,252,3,2876,LP,17,52,21,37,5,5,,,,3431,
CZ4E,2008,252,4,3231,LP,3,49,36,52,9,8,,,,5542,
CZ4E,2008,259,,NO LUPINE,LP,,,,,,,,,,0,
CZ4E,2008,266,1,1207,LP,4,13,11,10,1,0,,,,449,
CZ4E,2008,266,2,1254,LP,3,13,9,11,1,0,,,,368,
CZ4E,2008,273,1,629,LP,8,40,23,20,5,2,,,,2890,
CZ4E,2008,273,2,696,LP,19,27,19,21,4,3,,,,1612,
CZ4E,2008,273,3,729,LP,29,40,29,30,7,6,,,,3644,
CZ4E,2008,273,4,765,LP,4,5,4,9,1,0,,,,63,
CZ4E,2008,273,5,829,LP,20,37,22,23,5,5,,,,2557,
CZ4E,2008,273,6,868,LP,42,68,54,37,30,24,,,,11536,
CZ4E,2008,273,7,915,LP,47,64,47,41,22,22,,,,9450,
CZ4E,2008,273,8,965,LP,24,58,24,34,11,8,,,,4373,
CZ4E,2008,273,9,1195,LP,8,15,9,15,1,0,,,,424,
CZ4E,2008,273,10,1225,LP,8,25,13,14,2,0,,,,1021,
CZ4E,2008,273,11,1494,LP,2,41,25,28,8,2,,,,3220,
CZ4E,2008,273,12,1514,LP,9,26,11,13,3,0,,,,898,
CZ4E,2008,280,1,292,LP,33,33,18,,,,,,,1866,
CZ4E,2008,280,2,545,LP,14,22,11,31,2,2,,,,760,
CZ4E,2008,280,3,578,LP,26,38,21,32,5,4,,,,2507,
CZ4E,2008,280,4,623,LP,14,19,18,37,1,1,,,,1074,
CZ4E,2008,280,5,661,LP,22,63,29,38,13,14,,,,5740,
CZ4E,2008,280,6,744,LP,26,61,40,38,18,16,,,,7665,
CZ4E,2008,280,7,1183,LP,15,19,14,20,2,0,,,,836,
CZ4E,2008,280,8,1269,LP,10,18,11,14,2,0,,,,622,
CZ4E,2008,280,9,4231,LP,4,13,9,11,1,0,,,,368,
CZ4E,2008,280,10,4434,LP,3,7,6,9,1,0,,,,132,
CZ4E,2008,280,11,4864,LP,60,81,58,35,42,29,,,,14759,
CZ4E,2008,287,1,577,LP,6,21,11,18,2,0,,,,726,
CZ4E,2008,287,2,787,LP,3,33,31,33,5,6,,,,3214,
CZ4E,2008,287,3,921,LP,19,23,18,34,4,3,,,,1301,
CZ4E,2008,287,4,1630,LP,37,56,32,48,11,5,,,,5630,
CZ4E,2008,287,5,4578,LP,8,32,29,38,5,3,,,,2915,
CZ4E,2008,294,1,480,LP,5,11,4,15,2,0,,,,138,
CZ4E,2008,294,2,715,LP,4,15,11,15,1,0,,,,518,
CZ4E,2008,301,1,232,LP,5,13,5,15,1,0,,,,204,
CZ4E,2008,308,1,58,LP,19,34,18,24,5,5,,,,1923,
CZ4E,2008,315,1,193,LP,13,31,18,33,2,1,,,,1753,
CZ4E,2008,315,2,274,LP,11,30,11,50,1,1,,,,1037,
CZ4E,2008,315,3,1392,LP,16,16,13,19,1,0,,,,653,
CZ4E,2008,315,4,2194,LP,9,9,5,12,1,0,,,,141,
CZ4E,2008,315,5,2491,LP,62,75,73,46,38,32,,,,17200,
CZ4E,2008,315,6,2637,LP,6,17,12,25,3,1,,,,641,
CZ4E,2008,315,7,2663,LP,7,10,6,22,1,1,,,,188,
CZ4E,2008,315,8,2803,LP,17,35,20,30,12,10,,,,2199,
CZ4E,2008,315,9,2863,LP,20,43,20,37,12,13,,,,2702,
CZ4E,2008,315,10,2922,LP,32,102,71,42,60,58,,,,22751,
CZ4E,2008,315,11,3273,LP,50,58,49,39,20,17,,,,8928,
CZ4E,2008,322,1,2,LP,22,22,10,18,1,0,,,,691,
CZ4E,2008,322,2,96,LP,7,22,13,31,1,1,,,,898,
CZ4E,2008,322,3,252,LP,47,59,52,38,7,7,,,,9638,
CZ4E,2008,322,4,431,LP,11,37,21,34,3,3,,,,2441,
CZ4E,2008,322,5,987,LP,45,53,31,25,7,4,,,,5161,
CZ4E,2008,322,6,1204,LP,16,23,14,25,3,2,,,,1012,
CZ4E,2008,322,7,2935,LP,16,23,14,25,3,2,,,,1012,
CZ4E,2008,322,8,3047,LP,3,46,25,25,6,6,,,,3613,
CZ4E,2008,322,9,3126,LP,15,49,15,27,4,3,,,,2309,
CZ4E,2008,322,10,4149,LP,51,62,60,40,21,21,,,,11686,
CZ4E,2008,329,1,0,LP,62,75,70,39,23,14,,,,16493,
CZ4E,2008,329,2,116,LP,17,43,31,44,7,9,,,,4188,
CZ4E,2008,329,3,185,LP,10,35,22,41,3,3,,,,2419,
CZ4E,2008,329,4,211,LP,21,18,17,37,1,1,,,,961,
CZ4E,2008,329,5,622,LP,1,23,12,22,3,3,,,,867,
CZ4E,2008,329,6,636,LP,8,13,8,20,1,1,,,,327,
CZ4E,2008,329,7,796,LP,29,54,46,25,14,5,,,,7803,
CZ4E,2008,329,8,1345,LP,18,58,54,44,23,24,,,,9839,
CZ4E,2008,329,9,2404,LP,24,24,19,18,3,0,,,,1433,
CZ4E,2008,329,10,2479,LP,43,67,51,47,12,12,,,,10735,
CZ4E,2008,329,11,3248,LP,73,73,62,40,21,20,,,,14218,
CZ4E,2008,329,12,3562,LP,38,61,48,38,19,18,,,,9198,
CZ4E,2008,336,1,37,LP,13,13,11,20,2,0,,,,449,
CZ4E,2008,336,2,237,LP,4,13,13,18,1,0,,,,531,
CZ4E,2008,336,3,742,LP,4,16,10,26,1,0,,,,503,
CZ4E,2008,336,4,1314,LP,26,30,17,29,5,5,,,,1602,
CZ4E,2008,336,5,1528,LP,2,25,8,40,1,1,,,,628,
CZ4E,2008,336,6,1546,LP,17,50,34,35,15,10,,,,5341,
CZ4E,2008,336,7,1594,LP,38,50,24,36,8,5,,,,3770,
CZ4E,2008,336,8,1706,LP,7,17,14,13,2,0,,,,748,
CZ4E,2008,336,9,3124,LP,8,40,13,24,4,0,,,,1634,
CZ4E,2008,343,1,155,LP,31,59,56,43,11,5,,,,10380,
CZ4E,2008,343,2,215,LP,28,26,25,33,4,4,,,,2042,
CZ4E,2008,343,3,263,LP,12,21,13,23,3,3,,,,858,
CZ4E,2008,343,4,383,LP,8,10,8,15,1,0,,,,251,
CZ4E,2008,343,5,496,LP,1,10,10,18,1,1,,,,314,
CZ4E,2008,343,6,1112,LP,3,6,5,10,1,0,,,,94,
CZ4F,2008,0,,2100,LP,,,,,,,,,,0,
CZ4F,2008,9,1,410,LP,5,42,23,31,5,4,,,,3035,
CZ4F,2008,18,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,1400,LP,10,16,12,10,2,0,,,,603,
CZ4F,2008,27,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,777,LP,3,8,4,7,1,0,,,,101,
CZ4F,2008,,3,837,LP,27,47,30,28,7,5,,,,4430,
CZ4F,2008,,4,915,LP,27,34,25,41,4,3,,,,2670,
CZ4F,2008,,5,940,LP,28,36,29,35,8,2,,,,3280,
CZ4F,2008,,6,1080,LP,10,25,20,32,2,2,,,,1571,
CZ4F,2008,,7,1208,LP,7,15,12,15,1,0,,,,565,
CZ4F,2008,,8,1270,LP,23,27,16,23,2,0,,,,1357,
CZ4F,2008,,9,4152,LP,18,29,19,19,3,0,,,,1731,
CZ4F,2008,,10,4260,LP,15,34,15,34,2,1,,,,1602,
CZ4F,2008,,11,4565,LP,28,40,38,39,9,8,,,,4775,
CZ4F,2008,,12,4635,LP,5,25,18,25,3,1,,,,1414,
CZ4F,2008,36,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,917,LP,5,30,17,34,1,1,,,,1602,
CZ4F,2008,,3,965,LP,15,20,14,15,1,0,,,,880,
CZ4F,2008,,4,4310,LP,20,24,28,36,3,1,,,,2111,
CZ4F,2008,,5,4460,LP,25,25,15,15,3,0,,,,1178,
CZ4F,2008,,6,4525,LP,32,46,46,31,10,7,,,,6647,
CZ4F,2008,,7,4743,LP,36,36,22,18,4,0,,,,2488,
CZ4F,2008,,8,4805,LP,5,5,5,8,1,0,,,,79,
CZ4F,2008,45,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,4970,LP,7,29,17,31,2,2,,,,1549,
CZ4F,2008,,3,4738,LP,4,14,7,7,1,0,,,,308,
CZ4F,2008,,4,5080,LP,22,40,40,48,12,12,,,,5026,
CZ4F,2008,,5,5110,LP,34,71,55,57,19,18,,,,12268,
CZ4F,2008,54,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,810,LP,15,15,12,19,1,1,,,,565,
CZ4F,2008,,3,840,LP,50,65,48,34,24,12,,,,9801,
CZ4F,2008,,4,2573,LP,12,26,13,16,2,0,,,,1062,
CZ4F,2008,,5,3435,LP,5,8,5,7,1,0,,,,126,
CZ4F,2008,,6,3592,LP,8,55,42,45,13,12,,,,7257,
CZ4F,2008,,7,4680,LP,30,53,46,37,17,17,,,,7659,
CZ4F,2008,,8,4720,LP,60,60,50,46,13,9,,,,9425,
CZ4F,2008,,9,5020,LP,10,17,13,10,1,0,,,,694,
CZ4F,2008,,10,5040,LP,10,22,20,16,2,0,,,,1382,
CZ4F,2008,,11,5155,LP,10,16,11,19,1,0,,,,553,
CZ4F,2008,63,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,805,LP,15,30,22,32,3,3,,,,2073,
CZ4F,2008,,3,2340,LP,12,40,27,27,11,4,,,,3393,
CZ4F,2008,,4,2385,LP,10,15,10,20,1,0,,,,471,
CZ4F,2008,,5,2515,LP,18,35,32,33,4,4,,,,3518,
CZ4F,2008,,6,2855,LP,15,15,12,10,1,0,,,,565,
CZ4F,2008,72,,,LP,,,,,,,,,,0,
CZ4F,2008,81,,,LP,,,,,,,,,,0,
CZ4F,2008,90,,,LP,,,,,,,,,,0,
CZ4F,2008,99,1,3955,LP,25,25,25,18,5,0,,,,1963,
CZ4F,2008,103,,,LP,,,,,,,,,,0,
CZ4F,2008,117,1,4160,LP,18,27,14,19,2,0,,,,1187,
CZ4F,2008,,2,4870,LP,16,35,16,30,4,2,,,,1759,
CZ4F,2008,126,1,3655,LP,3,10,10,10,1,0,,,,314,
CZ4F,2008,,2,4795,LP,32,37,32,22,8,1,,,,3720,
CZ4F,2008,,3,4832,LP,7,25,12,31,3,1,,,,942,
CZ4F,2008,,4,4965,LP,15,15,12,15,2,0,,,,565,
CZ4F,2008,,5,5035,LP,10,16,10,16,2,0,,,,503,
CZ4F,2008,,6,5210,LP,20,20,16,20,4,0,,,,1005,
CZ4F,2008,135,1,1332,LP,24,29,22,27,4,1,,,,2004,
CZ4F,2008,,2,1376,LP,5,8,8,19,1,1,,,,201,
CZ4F,2008,,3,4305,LP,20,28,22,40,9,10,,,,1935,
CZ4F,2008,,4,4440,LP,37,30,42,40,15,13,,,,3958,
CZ4F,2008,,5,4487,LP,10,15,10,25,2,1,,,,471,
CZ4F,2008,,6,4517,LP,7,16,10,17,2,0,,,,503,
CZ4F,2008,,7,4530,LP,21,21,13,25,2,2,,,,858,
CZ4F,2008,,8,4550,LP,30,61,32,45,9,4,,,,6132,
CZ4F,2008,,9,4580,LP,40,40,35,35,5,2,,,,4398,
CZ4F,2008,,10,4620,LP,16,20,12,37,1,1,,,,754,
CZ4F,2008,,11,4655,LP,15,15,12,30,2,2,,,,565,
CZ4F,2008,,12,4695,LP,36,36,32,32,7,4,,,,3619,
CZ4F,2008,,13,4760,LP,22,33,18,26,5,0,,,,1866,
CZ4F,2008,,14,4780,LP,25,33,30,39,6,6,,,,3110,
CZ4F,2008,,15,4815,LP,15,24,15,17,3,0,,,,1131,
CZ4F,2008,,16,4835,LP,50,50,23,24,6,0,,,,3613,
CZ4F,2008,,17,4900,LP,27,40,20,33,4,2,,,,2513,
CZ4F,2008,,18,5020,LP,23,26,20,34,4,4,,,,1634,
CZ4F,2008,,19,5082,LP,13,35,15,25,3,2,,,,1649,
CZ4F,2008,,20,5100,LP,15,15,13,25,1,1,,,,613,
CZ4F,2008,144,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,1030,LP,5,10,10,10,1,0,,,,314,
CZ4F,2008,,3,1093,LP,22,54,21,25,9,2,,,,3562,
CZ4F,2008,,4,1250,LP,12,20,17,15,1,0,,,,1068,
CZ4F,2008,,5,1763,LP,58,58,46,34,23,12,,,,8382,
CZ4F,2008,,6,5110,LP,52,52,35,36,9,3,,,,5718,
CZ4F,2008,153,1,867,LP,5,12,12,10,1,0,,,,452,
CZ4F,2008,,2,1045,LP,5,5,5,10,1,0,,,,79,
CZ4F,2008,,3,1775,LP,15,25,15,15,1,0,,,,1178,
CZ4F,2008,,4,3018,LP,14,20,13,38,1,1,,,,817,
CZ4F,2008,,5,3275,LP,15,39,15,31,4,3,,,,1838,
CZ4F,2008,,6,3294,LP,11,11,11,29,1,1,,,,380,
CZ4F,2008,,7,4163,LP,12,12,10,19,1,0,,,,377,
CZ4F,2008,,8,4260,LP,6,21,12,21,2,1,,,,792,
CZ4F,2008,,9,4285,LP,5,5,5,5,1,0,,,,79,
CZ4F,2008,,10,4295,LP,20,58,38,37,15,14,,,,6924,
CZ4F,2008,,11,4328,LP,10,15,10,17,1,0,,,,471,
CZ4F,2008,,12,4402,LP,25,25,19,35,3,3,,,,1492,
CZ4F,2008,,13,4542,LP,23,23,23,24,5,5,,,,1662,
CZ4F,2008,,14,4637,LP,15,15,16,31,1,1,,,,754,
CZ4F,2008,,15,4668,LP,19,34,19,41,5,2,,,,2029,
CZ4F,2008,,16,4780,LP,12,22,12,23,2,1,,,,829,
CZ4F,2008,,17,4945,LP,15,26,13,19,2,1,,,,1062,
CZ4F,2008,,18,5020,LP,13,25,17,38,2,1,,,,1335,
CZ4F,2008,,19,5032,LP,25,31,15,29,2,2,,,,1461,
CZ4F,2008,,20,5130,LP,8,8,8,10,1,0,,,,201,
CZ4F,2008,,21,5205,LP,25,40,35,35,7,5,,,,4398,
CZ4F,2008,162,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,3536,LP,18,33,11,37,2,2,,,,1140,
CZ4F,2008,,3,3942,LP,11,41,23,42,5,4,,,,2962,
CZ4F,2008,,4,4046,LP,10,10,10,27,1,0,,,,314,
CZ4F,2008,,5,4204,LP,12,19,12,22,2,2,,,,716,
CZ4F,2008,,6,4353,LP,21,36,15,36,2,2,,,,1696,
CZ4F,2008,,7,4459,LP,3,5,3,6,1,0,,,,47,
CZ4F,2008,,8,4529,LP,4,8,4,9,1,1,,,,101,
CZ4F,2008,,9,5040,LP,20,21,17,15,3,0,,,,1122,
CZ4F,2008,,10,5128,LP,12,20,12,30,1,1,,,,754,
CZ4F,2008,,11,5150,LP,9,43,14,28,5,4,,,,1891,
CZ4F,2008,,12,5542,LP,9,15,13,11,2,0,,,,613,
CZ4F,2008,171,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,1976,LP,12,12,12,12,1,0,,,,452,
CZ4F,2008,,3,2033,LP,4,10,7,10,1,0,,,,220,
CZ4F,2008,,4,2165,LP,11,24,11,33,1,1,,,,829,
CZ4F,2008,,5,2951,LP,14,15,15,16,2,0,,,,707,
CZ4F,2008,,6,3243,LP,25,40,21,41,5,5,,,,2639,
CZ4F,2008,,7,3390,LP,7,13,7,9,1,0,,,,286,
CZ4F,2008,,8,3440,LP,15,27,13,33,3,3,,,,1103,
CZ4F,2008,,9,3480,LP,18,18,16,26,1,1,,,,905,
CZ4F,2008,,10,3916,LP,22,35,30,20,5,1,,,,3299,
CZ4F,2008,,11,4056,LP,8,15,8,12,2,0,,,,377,
CZ4F,2008,,12,5045,LP,29,53,31,29,15,14,,,,5161,
CZ4F,2008,,13,5603,LP,7,9,7,8,1,0,,,,198,
CZ4F,2008,180,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,930,LP,9,16,8,11,1,0,,,,402,
CZ4F,2008,,3,1737,LP,15,36,13,27,2,2,,,,1470,
CZ4F,2008,,4,1960,LP,7,18,8,15,1,0,,,,452,
CZ4F,2008,,5,3285,LP,15,21,16,25,3,1,,,,1056,
CZ4F,2008,,6,3373,LP,26,54,31,42,5,6,,,,5259,
CZ4F,2008,,7,3416,LP,10,17,14,32,1,1,,,,748,
CZ4F,2008,,8,3460,LP,20,32,22,30,4,4,,,,2212,
CZ4F,2008,,9,3552,LP,14,18,10,18,2,0,,,,565,
CZ4F,2008,,10,3562,LP,11,25,14,29,1,1,,,,1100,
CZ4F,2008,,11,3596,LP,38,42,32,39,4,1,,,,4222,
CZ4F,2008,,12,3640,LP,17,19,15,23,1,0,,,,895,
CZ4F,2008,,13,3658,LP,12,18,13,21,2,1,,,,735,
CZ4F,2008,,14,3693,LP,29,39,23,38,4,3,,,,2818,
CZ4F,2008,,15,3935,LP,15,35,22,22,9,0,,,,2419,
CZ4F,2008,,16,3852,LP,27,27,16,19,4,0,,,,1357,
CZ4F,2008,,17,3895,LP,18,29,22,32,3,1,,,,2004,
CZ4F,2008,,18,4093,LP,9,26,16,25,2,1,,,,1307,
CZ4F,2008,,19,5856,LP,15,17,15,16,3,0,,,,801,
CZ4F,2008,,20,5876,LP,21,36,18,13,8,0,,,,2036,
CZ4F,2008,,21,5955,LP,27,22,28,22,6,3,,,,1935,
CZ4F,2008,189,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,1330,LP,12,24,12,35,1,1,,,,905,
CZ4F,2008,,3,1963,LP,24,81,54,37,35,20,,,,13741,
CZ4F,2008,,4,2055,LP,10,12,10,15,1,0,,,,377,
CZ4F,2008,,5,2115,LP,9,12,10,17,1,0,,,,377,
CZ4F,2008,,6,2616,LP,5,12,5,12,1,0,,,,188,
CZ4F,2008,189,7,3505,LP,20,26,18,26,4,0,,,,1470,
CZ4F,2008,,8,3729,LP,11,14,10,21,1,0,,,,440,
CZ4F,2008,,9,3845,LP,4,15,14,27,1,1,,,,660,
CZ4F,2008,198,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,1180,LP,42,69,50,37,11,14,,,,10838,
CZ4F,2008,,3,3195,LP,26,40,27,21,4,1,,,,3393,
CZ4F,2008,,4,3265,LP,23,47,18,25,4,1,,,,2658,
CZ4F,2008,,5,3569,LP,13,30,23,17,4,0,,,,2168,
CZ4F,2008,,6,3720,LP,10,24,18,34,3,2,,,,1357,
CZ4F,2008,,7,3771,LP,5,5,5,10,1,0,,,,79,
CZ4F,2008,207,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,3490,LP,15,22,15,28,1,1,,,,1037,
CZ4F,2008,,3,3523,LP,25,29,14,36,1,1,,,,1275,
CZ4F,2008,,4,3580,LP,13,15,13,22,1,1,,,,613,
CZ4F,2008,,5,3714,LP,11,16,13,14,1,0,,,,653,
CZ4F,2008,,6,3935,LP,14,18,17,27,2,1,,,,961,
CZ4F,2008,,7,3960,LP,13,16,13,19,1,1,,,,653,
CZ4F,2008,,8,3980,LP,14,18,15,23,1,1,,,,848,
CZ4F,2008,,9,4070,LP,31,34,19,17,4,0,,,,2029,
CZ4F,2008,,10,4117,LP,6,11,8,13,1,0,,,,276,
CZ4F,2008,,11,4258,LP,20,45,40,27,9,8,,,,5655,
CZ4F,2008,,12,4607,LP,20,27,17,27,1,1,,,,1442,
CZ4F,2008,,13,4877,LP,7,11,6,11,1,0,,,,207,
CZ4F,2008,,14,4925,LP,10,31,16,15,4,0,,,,1558,
CZ4F,2008,,15,5723,LP,5,7,3,6,1,0,,,,66,
CZ4F,2008,216,1,,LP,,,,,,,,,,0,
CZ4F,2008,,2,898,LP,21,23,19,21,3,0,,,,1373,
CZ4F,2008,,3,2980,LP,13,15,12,11,2,0,,,,565,
CZ4F,2008,,4,3640,LP,7,11,8,14,1,0,,,,276,
CZ4F,2008,,5,3654,LP,9,12,9,18,1,0,,,,339,
CZ4F,2008,,6,3700,LP,32,32,18,33,3,3,,,,1810,
CZ4F,2008,,7,3739,LP,35,44,16,14,5,2,,,,2212,
CZ4F,2008,,8,3840,LP,16,12,10,19,1,0,,,,377,
CZ4F,2008,,9,3890,LP,10,17,7,24,1,1,,,,374,
CZ4F,2008,,10,3910,LP,21,21,17,26,3,2,,,,1122,
CZ4F,2008,,11,4028,LP,12,34,19,30,5,1,,,,2029,
CZ4F,2008,,12,4055,LP,23,28,26,20,6,2,,,,2287,
CZ4F,2008,,13,4280,LP,20,32,19,30,2,2,,,,1910,
